epoch,container,mem_bytes,mem_perc,cpu_perc,restarts
1787800048,event_collector,137153740,25.54,49.41,0
1787800048,scoring_engine,48244981,8.99,8.93,0
1787800048,config_service,14396948,2.68,0.16,0
1787800048,siem_api,25648168,4.78,2.44,0
1787800115,event_collector,136210022,25.37,51.97,0
1787800115,scoring_engine,47552921,8.86,9.75,0
1787800115,config_service,13474201,2.51,0.28,0
1787800115,siem_api,25700597,4.79,3.85,0
1787800182,event_collector,137048883,25.52,50.09,0
1787800182,scoring_engine,48119152,8.96,9.14,0
1787800182,config_service,13474201,2.51,0.14,0
1787800182,siem_api,25218252,4.70,3.70,0
1787800250,event_collector,136419737,25.41,51.11,0
1787800250,scoring_engine,47752151,8.89,7.15,0
1787800250,config_service,13474201,2.51,0.17,0
1787800250,siem_api,24903680,4.64,4.76,0
1787800317,event_collector,137573171,25.62,36.80,0
1787800317,scoring_engine,48108666,8.96,7.34,0
1787800317,config_service,13484687,2.51,0.11,0
1787800317,siem_api,26025656,4.85,2.79,0
1787800384,event_collector,137678028,25.64,57.17,0
1787800384,scoring_engine,47961866,8.93,11.97,0
1787800384,config_service,13495173,2.51,0.22,0
1787800384,siem_api,25753026,4.80,3.78,0
1787800451,event_collector,138202316,25.74,45.36,0
1787800451,scoring_engine,47542435,8.85,7.75,0
1787800451,config_service,13495173,2.51,0.13,0
1787800451,siem_api,26340229,4.91,3.01,0
1787800518,event_collector,138516889,25.79,27.26,0
1787800518,scoring_engine,47164948,8.79,2.42,0
1787800518,config_service,13495173,2.51,0.15,0
1787800518,siem_api,24536678,4.57,1.73,0
1787800588,event_collector,136734310,25.46,51.24,0
1787800588,scoring_engine,47448064,8.84,6.63,0
1787800588,config_service,12090081,2.25,0.15,0
1787800588,siem_api,24033361,4.48,2.94,0
1787800655,event_collector,136734310,25.47,20.94,0
1787800655,scoring_engine,47542435,8.86,2.50,0
1787800655,config_service,12121538,2.26,0.23,0
1787800655,siem_api,23907532,4.45,0.89,0
1787800720,event_collector,136839168,25.49,54.83,0
1787800720,scoring_engine,47857008,8.91,7.78,0
1787800720,config_service,12121538,2.26,0.14,0
1787800720,siem_api,23886561,4.45,2.77,0
1787800786,event_collector,137258598,25.56,39.47,0
1787800786,scoring_engine,47615836,8.87,7.13,0
1787800786,config_service,12121538,2.26,0.11,0
1787800786,siem_api,24400363,4.54,2.25,0
1787800854,event_collector,138202316,25.75,49.68,0
1787800854,scoring_engine,47657779,8.88,10.24,0
1787800854,config_service,12121538,2.26,0.12,0
1787800854,siem_api,24903680,4.64,1.93,0
1787800922,event_collector,139355750,25.96,49.11,0
1787800922,scoring_engine,47185920,8.79,7.49,0
1787800922,config_service,12121538,2.26,0.14,0
1787800922,siem_api,23613931,4.40,4.74,0
1787800990,event_collector,139565465,25.99,15.73,0
1787800990,scoring_engine,48255467,8.99,0.15,0
1787800990,config_service,12121538,2.26,0.13,0
1787800990,siem_api,24914165,4.64,2.26,0
1787801057,event_collector,140404326,26.15,43.99,0
1787801057,scoring_engine,47972352,8.94,7.87,0
1787801057,config_service,12121538,2.26,0.13,0
1787801057,siem_api,25092423,4.67,3.16,0
1787801124,event_collector,141033472,26.27,33.38,0
1787801124,scoring_engine,48611983,9.05,4.87,0
1787801124,config_service,12121538,2.26,0.11,0
1787801124,siem_api,24610078,4.58,2.45,0
1787801191,event_collector,141557760,26.36,28.13,0
1787801191,scoring_engine,48978984,9.12,2.26,0
1787801191,config_service,12121538,2.26,0.12,0
1787801191,siem_api,23834132,4.44,1.59,0
1787801259,event_collector,142186905,26.48,31.72,0
1787801259,scoring_engine,49712988,9.26,8.81,0
1787801259,config_service,12121538,2.26,0.12,0
1787801259,siem_api,24652021,4.59,1.48,0
1787801326,event_collector,142711193,26.57,39.30,0
1787801326,scoring_engine,49996103,9.31,9.04,0
1787801326,config_service,12121538,2.26,0.13,0
1787801326,siem_api,23918018,4.45,1.21,0
1787801394,event_collector,142606336,26.57,48.82,0
1787801394,scoring_engine,48947527,9.12,8.12,0
1787801394,config_service,12121538,2.26,0.11,0
1787801394,siem_api,24610078,4.58,0.89,0
1787801462,event_collector,143340339,26.71,37.78,0
1787801462,scoring_engine,48611983,9.06,5.77,0
1787801462,config_service,12121538,2.26,0.11,0
1787801462,siem_api,24358420,4.54,3.72,0
1787801531,event_collector,143235481,26.67,37.90,0
1787801531,scoring_engine,49157242,9.16,7.52,0
1787801531,config_service,12121538,2.26,0.10,0
1787801531,siem_api,24410849,4.55,1.36,0
1787801596,event_collector,144284057,26.87,36.35,0
1787801596,scoring_engine,48727326,9.08,6.08,0
1787801596,config_service,12121538,2.26,0.11,0
1787801596,siem_api,24368906,4.54,2.48,0
1787801663,event_collector,144598630,26.93,32.40,0
1787801663,scoring_engine,49230643,9.17,5.60,0
1787801663,config_service,12121538,2.26,0.10,0
1787801663,siem_api,24442306,4.55,3.20,0
1787801731,event_collector,145122918,27.04,40.08,0
1787801731,scoring_engine,49062871,9.14,7.48,0
1787801731,config_service,12121538,2.26,0.12,0
1787801731,siem_api,24180162,4.50,2.44,0
1787801799,event_collector,144598630,26.93,39.14,0
1787801799,scoring_engine,48716840,9.07,6.79,0
1787801799,config_service,12121538,2.26,0.11,0
1787801799,siem_api,24809308,4.62,3.78,0
1787801867,event_collector,144808345,26.97,43.99,0
1787801867,scoring_engine,49733959,9.26,7.55,0
1787801867,config_service,12121538,2.26,0.13,0
1787801867,siem_api,24368906,4.54,3.56,0
1787801935,event_collector,145542348,27.10,38.81,0
1787801935,scoring_engine,49293557,9.18,6.05,0
1787801935,config_service,12132024,2.26,0.09,0
1787801935,siem_api,24400363,4.55,3.63,0
1787802002,event_collector,145437491,27.09,44.03,0
1787802002,scoring_engine,49083842,9.14,9.38,0
1787802002,config_service,12132024,2.26,0.10,0
1787802002,siem_api,24442306,4.55,1.83,0
1787802071,event_collector,145752064,27.15,40.89,0
1787802071,scoring_engine,49293557,9.18,7.17,0
1787802071,config_service,12132024,2.26,0.10,0
1787802071,siem_api,24788336,4.62,2.07,0
1787802139,event_collector,146276352,27.25,49.91,0
1787802139,scoring_engine,49492787,9.22,8.23,0
1787802139,config_service,12132024,2.26,0.15,0
1787802139,siem_api,24735907,4.61,2.10,0
1787802207,event_collector,146171494,27.22,31.55,0
1787802207,scoring_engine,48475668,9.03,5.54,0
1787802207,config_service,12132024,2.26,0.12,0
1787802207,siem_api,24977080,4.65,4.46,0
1787802275,event_collector,143969484,26.82,55.53,0
1787802275,scoring_engine,49597644,9.24,11.67,0
1787802275,config_service,11754536,2.19,0.23,0
1787802275,siem_api,24966594,4.65,3.58,0
1787802344,event_collector,143654912,26.76,52.05,0
1787802344,scoring_engine,49524244,9.23,9.93,0
1787802344,config_service,11754536,2.19,0.19,0
1787802344,siem_api,24232591,4.51,2.79,0
1787802410,event_collector,136629452,25.44,40.17,0
1787802410,scoring_engine,48832184,9.10,7.21,0
1787802410,config_service,10408165,1.94,0.11,0
1787802410,siem_api,23351787,4.35,2.26,0
1787802477,event_collector,137678028,25.65,51.02,0
1787802477,scoring_engine,48496640,9.03,8.21,0
1787802477,config_service,10408165,1.94,0.20,0
1787802477,siem_api,23100129,4.30,5.54,0
1787802545,event_collector,137678028,25.64,53.37,0
1787802545,scoring_engine,48370810,9.01,8.83,0
1787802545,config_service,10408165,1.94,0.28,0
1787802545,siem_api,23834132,4.44,4.98,0
1787802613,event_collector,136629452,25.45,51.01,0
1787802613,scoring_engine,48182067,8.97,8.97,0
1787802613,config_service,10019143,1.87,0.16,0
1787802613,siem_api,22680698,4.22,2.75,0
1787802681,event_collector,137153740,25.55,51.66,0
1787802681,scoring_engine,48244981,8.99,9.05,0
1787802681,config_service,10019143,1.87,0.17,0
1787802681,siem_api,23079157,4.30,3.59,0
1787802749,event_collector,136629452,25.44,49.48,0
1787802749,scoring_engine,47919923,8.93,7.72,0
1787802749,config_service,10019143,1.87,0.20,0
1787802749,siem_api,23865589,4.44,4.17,0
1787802816,event_collector,136734310,25.48,61.48,0
1787802816,scoring_engine,48507125,9.04,8.31,0
1787802816,config_service,10092544,1.88,0.18,0
1787802816,siem_api,22733127,4.23,1.74,0
1787802885,event_collector,138516889,25.80,58.87,0
1787802885,scoring_engine,49283072,9.18,9.21,0
1787802885,config_service,10559160,1.97,0.23,0
1787802885,siem_api,24494735,4.56,3.29,0
1787802953,event_collector,136734310,25.47,59.38,0
1787802953,scoring_engine,49241128,9.17,7.02,0
1787802953,config_service,10186915,1.90,0.18,0
1787802953,siem_api,23299358,4.34,3.63,0
1787803022,event_collector,131386572,24.47,59.30,0
1787803022,scoring_engine,47469035,8.84,10.00,0
1787803022,config_service,7540310,1.40,0.19,0
1787803022,siem_api,21925724,4.08,2.02,0
1787803090,event_collector,132854579,24.75,59.48,0
1787803090,scoring_engine,48255467,8.99,8.61,0
1787803090,config_service,7569670,1.41,0.16,0
1787803090,siem_api,21925724,4.08,2.79,0
1787803158,event_collector,133483724,24.86,57.50,0
1787803158,scoring_engine,48035266,8.95,9.83,0
1787803158,config_service,7585398,1.41,0.18,0
1787803158,siem_api,21684551,4.04,3.56,0
1787803226,event_collector,116811366,21.77,56.17,0
1787803226,scoring_engine,46829404,8.72,7.98,0
1787803226,config_service,6910115,1.29,0.15,0
1787803226,siem_api,21223178,3.95,5.73,0
1787803291,event_collector,116601651,21.72,59.77,0
1787803291,scoring_engine,47615836,8.87,8.75,0
1787803291,config_service,6910115,1.29,0.17,0
1787803291,siem_api,20457717,3.81,4.20,0
1787803359,event_collector,117335654,21.85,52.43,0
1787803359,scoring_engine,47322234,8.82,7.97,0
1787803359,config_service,6910115,1.29,0.14,0
1787803359,siem_api,20489175,3.82,4.29,0
1787803427,event_collector,109681049,20.44,59.53,0
1787803427,scoring_engine,46923776,8.74,12.31,0
1787803427,config_service,6667894,1.24,0.26,0
1787803427,siem_api,20132659,3.75,2.79,0
1787803495,event_collector,109576192,20.40,50.98,0
1787803495,scoring_engine,47164948,8.78,10.33,0
1787803495,config_service,6667894,1.24,0.22,0
1787803495,siem_api,19608371,3.65,4.28,0
1787803563,event_collector,107898470,20.10,54.31,0
1787803563,scoring_engine,46871347,8.73,7.84,0
1787803563,config_service,6574571,1.22,0.12,0
1787803563,siem_api,19199426,3.58,2.47,0
1787803631,event_collector,108317900,20.17,53.32,0
1787803631,scoring_engine,46001029,8.57,7.17,0
1787803631,config_service,6549405,1.22,0.21,0
1787803631,siem_api,19901972,3.71,2.64,0
1787803699,event_collector,108842188,20.27,54.61,0
1787803699,scoring_engine,46588231,8.68,10.65,0
1787803699,config_service,6549405,1.22,0.23,0
1787803699,siem_api,20143144,3.75,4.40,0
1787803768,event_collector,117230796,21.83,40.19,0
1787803768,scoring_engine,48591011,9.05,6.62,0
1787803768,config_service,6480199,1.21,0.11,0
1787803768,siem_api,19765657,3.68,2.80,0
1787803837,event_collector,116706508,21.74,14.96,0
1787803837,scoring_engine,49492787,9.22,0.95,0
1787803837,config_service,6480199,1.21,0.23,0
1787803837,siem_api,19283312,3.59,1.53,0
1787803905,event_collector,119747379,22.30,13.11,0
1787803905,scoring_engine,47888465,8.92,0.26,0
1787803905,config_service,6480199,1.21,0.24,0
1787803905,siem_api,20552089,3.83,4.04,0
1787803973,event_collector,118593945,22.08,52.88,0
1787803973,scoring_engine,47070576,8.77,9.79,0
1787803973,config_service,6270484,1.17,0.19,0
1787803973,siem_api,19367198,3.61,3.30,0
1787804041,event_collector,124256256,23.15,44.13,0
1787804041,scoring_engine,48391782,9.01,6.35,0
1787804041,config_service,6278873,1.17,0.16,0
1787804041,siem_api,19860029,3.70,5.36,0
1787804109,event_collector,124780544,23.24,54.41,0
1787804109,scoring_engine,47752151,8.89,8.65,0
1787804109,config_service,6278873,1.17,0.22,0
1787804109,siem_api,19860029,3.70,5.15,0
1787804177,event_collector,125199974,23.33,47.20,0
1787804177,scoring_engine,47636807,8.87,8.74,0
1787804177,config_service,6218055,1.16,0.17,0
1787804177,siem_api,18412994,3.43,4.26,0
1787804242,event_collector,125199974,23.33,55.43,0
1787804242,scoring_engine,48098181,8.96,11.08,0
1787804242,config_service,6218055,1.16,0.16,0
1787804242,siem_api,19367198,3.61,2.91,0
1787804310,event_collector,124990259,23.28,48.59,0
1787804310,scoring_engine,48066723,8.95,11.79,0
1787804310,config_service,6218055,1.16,0.21,0
1787804310,siem_api,19901972,3.71,3.22,0
1787804379,event_collector,126038835,23.49,45.23,0
1787804379,scoring_engine,47982837,8.94,9.05,0
1787804379,config_service,6213861,1.16,0.22,0
1787804379,siem_api,19335741,3.60,5.93,0
1787804447,event_collector,126038835,23.48,46.99,0
1787804447,scoring_engine,48307896,9.00,8.20,0
1787804447,config_service,6213861,1.16,0.18,0
1787804447,siem_api,19692257,3.67,2.99,0
1787804515,event_collector,124151398,23.13,12.69,0
1787804515,scoring_engine,48496640,9.03,7.36,0
1787804515,config_service,6001000,1.12,0.11,0
1787804515,siem_api,19377684,3.61,1.33,0
1787804584,event_collector,124675686,23.22,58.55,0
1787804584,scoring_engine,48192552,8.98,10.67,0
1787804584,config_service,6001000,1.12,0.33,0
1787804584,siem_api,19293798,3.59,3.39,0
1787804653,event_collector,125409689,23.37,58.12,0
1787804653,scoring_engine,48486154,9.03,8.82,0
1787804653,config_service,6001000,1.12,0.15,0
1787804653,siem_api,19325255,3.60,3.79,0
